    x,y0,y1,y2
    0.0,2.6341780930873786,4.41685044685407,1.884123117075101
    0.11224489795918367,2.685150340856032,4.351109330694541,2.0933788453347146
    0.22448979591836735,2.758222906849677,4.246986054733594,2.3215583495507697
    0.336734693877551,2.844091796198551,4.111722477611423,2.5621308980348045
    0.4489795918367347,2.9327004798948444,3.954138391914307,2.8093607381581323
    0.5612244897959183,3.0142490315111,3.7837568463624893,3.058296829896802
    0.673469387755102,3.0800293333419133,3.609905398833131,3.304575221937234
    0.7857142857142857,3.1230071846450134,3.4408573216000065,3.5440886761610075
    0.8979591836734694,3.1381275068842287,3.2830844115325393,3.772606115615495
    1.010204081632653,3.1223796951701805,3.1407028040204787,3.985434762859824
    1.1224489795918366,3.074690487867501,3.0151840031490704,4.177213384641246
    1.2346938775510203,2.99572649694323,2.9053883056890326,4.341906534238328
    1.346938775510204,2.887680093346262,2.807934404050683,4.473021654529128
    1.4591836734693877,2.7540712359611135,2.7178753181761683,4.5640359352552755
    1.5714285714285714,2.5995639802641644,2.629596908378246,4.608968085491204
    1.683673469387755,2.4297636797240854,2.537815790076743,4.603008456947798
    1.7959183673469388,2.250945266539242,2.4385306514757277,4.54310273176884
    1.9081632653061225,2.0696826217289814,2.3297825969976156,4.428402138611055
    2.020408163265306,1.8923794707563157,2.2121155584786374,4.26051300065903
    2.13265306122449,1.724750314129252,2.088670901030661,4.043522033936433
    2.2448979591836733,1.5713409480295042,1.9649185604698398,3.78380984825793
    2.357142857142857,1.4351902937232137,1.8480772970914263,3.4896953544368947
    2.4693877551020407,1.3177316537250037,1.7463209648090843,3.170973707657322
    2.5816326530612246,1.2189781885886188,1.667887909534986,2.838411584600058
    2.693877551020408,1.137982180009872,1.6202034591848866,2.503253609595508
    2.806122448979592,1.0734814750833834,1.6091067041507867,2.176777775544475
    2.9183673469387754,1.0246008560812094,1.638242628202587,1.8699164299237567
    3.0306122448979593,0.9914469543413351,1.708653796550625,1.5929463528940093
    3.142857142857143,0.9754532832118712,1.8185871450769515,1.3552308689036683
    3.2551020408163267,0.9793831046385866,1.9635250522558478,1.1649988273056024
    3.36734693877551,1.0069633897912214,2.136445411268843,1.0291341361289352
    3.479591836734694,1.0622134340832736,2.328310102622806,0.9529576266820667
    3.5918367346938775,1.1485904962060034,2.5287676666005745,0.9399816624503701
    3.704081632653061,1.2681182060719118,2.7270230125223396,0.9916380696381344
    3.816326530612245,1.4206777569266578,2.9127943188682153,1.1069890129419622
    3.9285714285714284,1.603600797665261,3.077239529790242,1.282461239660869
    4.040816326530612,1.8116633596458505,3.213718985997705,1.5116563075035667
    4.153061224489796,2.0374945244629954,3.31826875093589,1.7853109321561014
    4.26530612244898,2.272346385818944,3.3896996920659737,2.0914743830547122
    4.377551020408164,2.50710273056381,3.4293088690936613,2.415953795652976
    4.489795918367347,2.7333622652331386,3.440263336916595,2.743037053839629
    4.6020408163265305,2.9444150750492786,3.426788503862636,3.0564529194286605
    4.714285714285714,3.1359501955059153,3.3933321658244284,3.3404756976868217
    4.826530612244898,3.306372509617609,3.343882098004392,3.5810500536442835
    4.938775510204081,3.456677113806286,3.281564998201946,3.766794718394943
    5.051020408163265,3.5899014357864862,3.2085942528948497,3.889767236618262
    5.163265306122449,3.710253447229357,3.1265441378249808,3.9459164775264113
    5.275510204081633,3.822067924064683,3.036856306931041,3.9352029543435254
    5.387755102040816,3.928774395166681,2.9414323013414645,3.8614290770863415
    5.5,4.032057566247807,2.843156622782664,3.7318467351526268
