x,f,sig
0.0,-0.716636450452456,0.3281340890410802
0.05555555555555555,-0.3872677518321085,0.4043752064908497
0.1111111111111111,-0.04169388251654786,0.48957803910434766
0.16666666666666666,0.30748545475025907,0.5762713707991717
0.2222222222222222,0.6464740783985357,0.6562154650063955
0.2777777777777778,0.961561586658563,0.7234343518272932
0.3333333333333333,1.2404054048798008,0.7756345729728175
0.38888888888888884,1.4731593678003678,0.8135371194857097
0.4444444444444444,1.653300565910448,0.8393366325299798
0.5,1.77804434211388,0.8554552137616092
0.5555555555555556,1.8482947284219486,0.8639267602259872
0.611111111111111,1.8681477880300634,0.8662438156048382
0.6666666666666666,1.844024635176618,0.8634239990093878
0.7222222222222222,1.7835778456043871,0.8561380953611345
0.7777777777777777,1.6945293075464642,0.8448188796360699
0.8333333333333333,1.5836227815051651,0.8297169804398394
0.8888888888888888,1.4558461620643777,0.8108965338173831
0.9444444444444444,1.3140273314869115,0.7881862938214962
1.0,1.1588551707012498,0.7611246311602722
1.0555555555555556,0.9893037805660674,0.7289503840440278
1.1111111111111112,0.8033735795719339,0.690695659627058
1.1666666666666665,0.5990205172125318,0.6454321840431138
1.222222222222222,0.37510931242033974,0.5926929891152688
1.2777777777777777,0.13223323848313873,0.5330102232552971
1.3333333333333333,-0.12672784735928108,0.46836037106151224
1.3888888888888888,-0.3964103237476957,0.40217510289406855
1.4444444444444444,-0.6691517706610377,0.33868679954793734
1.5,-0.9355408280853343,0.28180195391419693
1.5555555555555554,-1.1852457987537584,0.23411029892781032
1.611111111111111,-1.408010271880984,0.196548078418454
1.6666666666666665,-1.5946766330839104,0.16872694438891356
1.722222222222222,-1.7381092175623238,0.1495532583157629
1.7777777777777777,-1.8339034326105361,0.13777391959330848
1.8333333333333333,-1.8808066358911115,0.13229624915295843
1.8888888888888888,-1.8808148704868526,0.13229530387403557
1.9444444444444444,-1.8389575421436446,0.1371746288812035
2.0,-1.762808219338528,0.14643897890898566
2.0555555555555554,-1.6617924461232692,0.15952152909513476
2.111111111111111,-1.5463718876794204,0.17561089816790565
2.1666666666666665,-1.4271799785358956,0.1935384565574492
2.2222222222222223,-1.3141764578300106,0.21178881080529863
2.2777777777777777,-1.2158759418012686,0.22866302240021388
2.333333333333333,-1.1386790564398872,0.24256297036803995
2.388888888888889,-1.0863393391090705,0.2523082312707144
2.444444444444444,-1.0595738916176571,0.2573908929832913
2.5,-1.0558426697384702,0.25810472715213173
2.5555555555555554,-1.0693030523966423,0.2555356469279933
2.611111111111111,-1.0909711640146635,0.25143544599371426
2.6666666666666665,-1.1090929165853411,0.24804003562062307
2.722222222222222,-1.1097459725310912,0.24791825016606753
2.7777777777777777,-1.0776532758488337,0.25395036925471315
2.833333333333333,-0.997190360006935,0.26949418860886254
2.888888888888889,-0.853523705726157,0.2986942026351552
2.944444444444444,-0.6338078056665624,0.34664763152253814
3.0,-0.3283465008205865,0.4186429992846845
3.0555555555555554,0.06838484205618314,0.5170895511116412
3.1111111111111107,0.5569529512258093,0.6357472192793857
3.1666666666666665,1.132487738026538,0.7562977100837649
3.222222222222222,1.7845801849827891,0.8562615050851906
3.2777777777777777,2.49755753518847,0.9239704166376049
3.333333333333333,3.2511324784312694,0.9627137853569252
3.388888888888889,4.021376394857483,0.9823874902884194
3.444444444444444,4.781943394168808,0.9916899377360553
3.5,5.505458755235512,0.995951929944337
3.5555555555555554,6.164984744717579,0.9979026576630112
3.6111111111111107,6.735466982435726,0.9988133894314339
3.6666666666666665,7.1950796833818895,0.9992502941814919
3.722222222222222,7.526406822593906,0.9994616196879862
3.7777777777777777,7.717385130530989,0.9995551751969357
3.833333333333333,7.761974187627159,0.9995745655656185
3.888888888888889,7.660512373107247,0.9995291558112748
3.944444444444444,7.419735623560392,0.9994010513870635
4.0,7.052442559921735,0.999135455240024
4.055555555555555,6.5768311951578315,0.9986096815828182
4.111111111111111,6.0155205200837125,0.9975653642534463
4.166666666666666,5.394318761388515,0.9954782255735908
4.222222222222222,4.740803814055081,0.991343956562032
4.277777777777778,4.082820560277176,0.9834196970094687
4.333333333333333,3.446989970396544,0.9691412482325584
4.388888888888888,2.857339498962172,0.9456968331619086
4.444444444444445,2.334160434608953,0.911666952206589
4.5,1.8931622621329902,0.8691156694032487
4.555555555555555,1.544984634180779,0.8241881763838215
4.611111111111111,1.295071693838633,0.7850043888236089
4.666666666666666,1.1439101905755478,0.7583968311600912
4.722222222222222,1.087555379614477,0.7479211041915879
4.777777777777778,1.1183780186296264,0.7536877316301696
4.833333333333333,1.2259536925758674,0.7731095912803282
4.888888888888888,1.3979718665845051,0.8018618571626841
4.944444444444444,1.6211061459040699,0.8349476243586275
5.0,1.8817742817340295,0.8678147912195052
5.055555555555555,2.1667472795664557,0.8972234089235315
5.111111111111111,2.4636123746267415,0.9215512159171637
5.166666666666666,2.761092162073636,0.9405367451793998
5.222222222222222,3.049269824821768,0.9547509923004637
5.277777777777778,3.3197364525186464,0.9650997156829392
5.333333333333333,3.5657178376098226,0.9725009030361754
5.388888888888888,3.7821806293058837,0.9777340834061939
5.444444444444444,3.9659265896685927,0.9814019721867842
5.5,4.115652418864887,0.983946623009968
